source,summary,model,HHEMv1,HHEM-2.1,HHEM-2.1-English,trueteacher,true_nli,gpt-3.5-turbo,gpt-4-turbo,gpt-4o,minicheck-roberta-large,minicheck-deberta-v3-large,minicheck-flan-t5-large
"Andrew Travers left the authority by ""mutual agreement"" after the error, officials said. Voters were initially turned away from all 155 polling stations in the borough because their names were missing from the poll list. An independent investigation has been launched, the council said. In a statement issued through the council, Mr Travers said: ""I have enjoyed my time at Barnet and I believe the changes we have put in place and the continued programme of growth and transformation will enable the borough to continue to thrive."" A council spokesperson said Mr Travers had ""made a valuable contribution to the council during his three and half years as chief executive."" Deputy chief executive John Hooton will take over temporarily while longer term arrangements are put in place, the council said. On election day, staff at one station said just three of the first 30 voters to show up were on the register. The rest were told to come back later. Barnet Council apologised for the problems and later offered emergency proxy votes to residents who had been affected. But voters in the area questioned how the result could be ""fair"" when not everyone was able to have their say at the ballot box. A statement released by Mr Travers on Thursday blamed electoral registration lists for the problems. The council's review will conclude by the end of May and the findings will be presented publicly to the General Functions Committee. It will look at the ""appropriateness"" of arrangements in place for the EU Referendum in June. A spokesman said it was currently in discussions to establish who would lead the investigation."," Andrew Travers resigned from his position as chief executive of Barnet Council after an error led to voters being turned away from 155 polling stations due to missing names on the poll list. An independent investigation has been initiated, with Deputy Chief Executive John Hooton temporarily taking over. Travers expressed his belief in the council's growth and transformation, while the council apologized for the issues and offered emergency proxy votes. The investigation will conclude by the end of May and will assess the arrangements for the upcoming EU Referendum.",microsoft/Phi-3-mini-4k-instruct,0.99887,0.9679,0.98697,1,1.0,1,1,1,1,1,1
"The network will comprise at least 600 spacecraft in the first instance, but could eventually encompass more than 2,000. The aim is to deliver broadband links from orbit to every corner of the globe. In particular, the project wants every school to have a connection. Building so large a constellation requires a step-change in the manufacture of satellites - especially for Airbus. It can take Europe’s biggest space company many months and hundreds of millions of dollars to build some of today’s specialist platforms. But for the OneWeb venture, it is all about high volume and low cost. That means new assembly line methods akin to those in factories producing cars and planes. The idea is to turn out three units per shift at well less than a million dollars a piece. The boss of Airbus, Tom Enders, concedes he initially thought the OneWeb concept to be fantasy. ""Everything in space as you know traditionally has been 'gold-plated'; it had to work perfectly, [and have] the most expensive materials, etc. ""Here, we’ve had to go other ways, to be really commercial and calculating according to the target cost because that is very decisive in the whole business case for OneWeb,"" he told BBC News. Airbus and OneWeb have inaugurated the first assembly line in Toulouse, France. Two further lines will be set up in a soon-to-open factory complex in Florida. The most obvious difference you notice between these new lines and the conventional satellite cleanroom is the trolley robot, which moves the developing satellites between the various work stations. But the ""revolution"" here goes far beyond automation; it requires a whole chain of suppliers and their components to scale their work to a different game plan. The first 10 satellites to come off the Toulouse assembly line have a deadline to launch in April next year. Another batch will follow into orbit around November. And then the launch cadence will kick on apace. The establishment of the OneWeb constellation requires the greatest rocket campaign in the history of spaceflight. More than 20 Soyuz vehicles have been booked to throw clusters of 32-36 satellites into a web some 1,200km above the Earth. There should be just under 300 on station by the end of 2020, the start of 2021; more than 600 about a year or so later; and then over 800 by the middle of the decade. OneWeb and Airbus are not the only companies planning a mega-constellation in the sky. SpaceX, Boeing, ViaSat and others have all sought regulatory approval. But not everyone will succeed in getting the necessary multi-billion-dollar financing, and Airbus believes the OneWeb concept has first-mover advantage. Equity of $1.7bn has already been raised, and talks are ongoing to secure the loans needed to complete the roll-out. OneWeb describes itself as a ""truly global company"" but it has company registration in the UK's Channel Islands. And, as such, it must deal with the UK Space Agency as the licensing authority. ""A lot of our revenues are going to flow through the UK. So, from an economic perspective, it is going to be very important for the UK,"" said OneWeb CEO Eric Béranger. ""And when you have people locally, you are also fostering an ecosystem. And I think the UK being at the forefront of regulatory thinking on constellations will foster an environment that puts the UK ahead of many countries."" One aspect that the UKSA is sure to take a keen interest in is debris mitigation. There is considerable concern that a proliferation of multi-satellite networks could lead to large volumes of junk and a cascade of collisions. The fear is that space could eventually become unusable. A recent study - sponsored by the European Space Agency and supported by Airbus itself - found that the new constellations would need to de-orbit their old, redundant spacecraft within five years or run the risk of seriously escalating the probability of objects hitting each other. Brian Holz, who is CEO of the OneWeb/Airbus manufacturing joint venture, said the ambition of his constellation was to set new standards in debris mitigation. ""We can bring down the satellites and re-enter within two years; we've made that commitment,"" he told BBC News. ""We've put extra hardware into the system to improve the reliability of that de-orbit process. We're also committing to put a small adapter device on to each spacecraft that will allow those spacecraft, in the small probability that one of them dies on the way down, to be grabbed by a small chase vehicle and pulled out of orbit."" Time will tell how disruptive the new manufacturing approaches adopted in Toulouse will be to the satellite industry as a whole. Airbus and OneWeb hope also to be making satellites for other companies on their assembly lines. But not every platform in the sky will require such volumes and a good number of spacecraft will still need the bespoke treatment. ""Not everything here is application to the whole space industry. When we launch to Jupiter, there are things that will remain gold-plated whether we like it or not; unless of course we start to manufacture 900 satellites to go to Jupiter but this is not the case today,” said Nicolas Chamussy, who runs the satellite division of Airbus. Jonathan.Amos-INTERNET@bbc.co.uk and follow me on Twitter: @BBCAmos"," The passage discusses the OneWeb project, a venture by Airbus and OneWeb to create a network of at least 600 spacecraft initially, potentially expanding to over 2,000. The goal is to provide global broadband links, with a focus on connecting every school. The project requires a significant shift in satellite manufacturing, emphasizing high volume and low cost. Airbus and OneWeb have established assembly lines in France and Florida, using innovative methods such as trolley robots and a chain of suppliers. The first 10 satellites are expected to launch in April 2022, with the constellation's establishment requiring the most extensive rocket campaign in spaceflight history. The OneWeb constellation aims to set new standards in debris mitigation, with a commitment to de-orbit satellites within two years. The project has raised $1.7 billion in equity and is seeking additional financing. The UK Space Agency will oversee the project, and the UK is expected to benefit economically and foster a local ecosystem.",microsoft/Phi-3-mini-4k-instruct,0.70614,0.11136,0.08079,0,1.0,1,0,1,1,0,1
"The venture's backers include Tesla Motors and SpaceX CEO Elon Musk, Paypal co-founder Peter Thiel, Indian tech giant Infosys and Amazon Web Services. Open AI says it expects its research - free from financial obligations - to focus on a ""positive human impact"". Scientists have warned that advances in AI could ultimately threaten humanity. Mr Musk recently told students at the Massachusetts Institute of Technology (MIT) that AI was humanity's ""biggest existential threat"". Last year, British theoretical physicist Stephen Hawking told the BBC AI could potentially ""re-design itself at an ever increasing rate"", superseding humans by outpacing biological evolution. However, other experts have argued that the risk of AI posing any threat to humans remains remote. A statement on OpenAI's website said the venture aims ""to advance digital intelligence in the way that is most likely to benefit humanity as a whole, unconstrained by a need to generate financial return"". ""It's hard to fathom how much human-level AI could benefit society, and it's equally hard to imagine how much it could damage society if built or used incorrectly."" The statement said AI ""should be an extension of individual human wills and, in the spirit of liberty, as broadly and evenly distributed as is possible safely"". It said only a tiny fraction of the $1bn pledged would be spent in the next few years."," OpenAI, backed by Tesla Motors, SpaceX CEO Elon Musk, Paypal co-founder Peter Thiel, Infosys, and Amazon Web Services, aims to advance digital intelligence for positive human impact. While some experts warn AI could threaten humanity, OpenAI's mission is to benefit society and distribute AI broadly and safely. The venture expects to spend only a small portion of its $1bn funding in the coming years.

-------------------------",microsoft/Phi-3-mini-4k-instruct,0.99912,0.97769,0.99301,1,1.0,1,1,1,1,1,1
"Media playback is not supported on this device Emotion. Drama. Excitement. Brilliant football. Noise. Colour. And all this even before Liverpool's Dejan Lovren rose high at the far post in front of The Kop in injury time to secure a 4-3 victory that will rank alongside the great dramas staged at this sporting theatre. It was played out to the backdrop of Liverpool manager Jurgen Klopp's almost crazed touchline demeanour and the young coach who succeeded him at Borussia Dortmund, the gifted and wonderfully dignified Thomas Tuchel. Liverpool moved a step closer to earning a place in the Champions League by winning what some regard as Europe's second-rate pot - not a label anyone was attaching to it after this classic. Liverpool into last four after Euro thriller Istanbul 2005 win inspired Reds - Klopp Liverpool fan to name newborn son Dejan When Klopp was introduced as Liverpool manager as successor to sacked Brendan Rodgers in October, he revealed one of his priorities was to ""turn doubters into believers"". And it was the transition from doubt to belief that was at the core of this remarkable Liverpool victory, both on the pitch and in the stands. If there was a trace of doubt this result would not have happened. In nine blistering minutes from the first whistle, this wonderful Borussia Dortmund side simply tore Liverpool apart, with two goals from Henrikh Mkhitaryan and Pierre-Emerick Aubameyang - it was a time for doubts but Klopp delivered inspiration. Liverpool needed three goals, leaving Klopp to invoke the spirit of Istanbul and the Champions League Final won from 3-0 down at half-time against AC Milan in 2005, saying: ""Even if it is not likely it is possible, so we should try."" And yet this was a mountain Liverpool had to try to climb twice, Divock Origi opened the door but Marco Reus shut it again to leave three goals needed in 33 minutes. It was time for believers, time for that notion Klopp talked about within minutes of walking into Anfield to be acted upon. And it was as Liverpool completed a turnaround that will become a touchstone for the Klopp era with goals from Philippe Coutinho, Mamadou Sakho and the late drama from Lovren. Borussia Dortmund possessed class in abundance and that opening phase was jaw-dropping - but Liverpool simply broke them by sheer force of will and a refusal to give up. It takes us back to more words from Klopp. After Liverpool lost 2-1 to Crystal Palace at Anfield in November he was taken aback at supporters leaving early, saying it made him feel alone and adding: ""We decide when it's over."" This was a phrase that could have been stamped on the foreheads of Liverpool's players on Thursday - a symbol of the Klopp approach that will be at the heart of everything they do. If anyone entered Anfield as a doubter they will have been a confirmed and committed believer by the time they left. This night had a special feel even in the hours before kick-off as Anfield was splashed in colour, the yellow and black flags of Borussia Dortmund facing off against the red and white of Liverpool on The Kop. Before the teams emerged, Anfield was serenaded by arguably the longest version of ""You'll Never Walk Alone"" ever heard at the stadium, Gerry Marsden's voice turned off and Liverpool's supporters taking over, the old anthem returning several times after a brief silence. A minute's silence to commemorate the 27th anniversary of the Hillsborough disaster in which 96 supporters died was perfectly observed, Anfield a cauldron of emotions. It was Liverpool who looked the more nervous side in the opening stages, cut to pieces by high-class opponents who were not intimidated by the searing atmosphere. Slowly, after a brief and shocked lull caused by a 2-0 deficit, the sound came back to deafening volume and Borussia were unnerved to the point where their resolve was broken. Klopp was a man possessed on the touchline, waving his arms to demand greater encouragement for his players, pointing at his mouth while facing the fans to demand even more noise. It ended up providing a soundtrack to a momentous night. Tuchel said: ""When Liverpool equalised you noticed the change. There was belief in the stadium and a feeling it was meant to be. Both sets of fans were fantastic and that was one of the best atmospheres ever at a football match."" Klopp added: ""It was brilliant, outstanding, emotional, everything. I will not forget it because it was special. I know this is a place for big football moments. We didn't start these stories but it is now our responsibility to try and write some more nice stories."" There was certainly a new, unlikely chapter written at Anfield last night. In the afterglow of such sporting brilliance, there was little time for analysis of the nuts and bolts of Liverpool's performance. It was a time to simply reflect on the wonder of what we had witnessed. And yet, when there is time for reflection, it will reveal much of what is good - and still bad - about Liverpool. Divock Origi's goal, his fourth in his past three games, was a piece of composure that confirmed his growing stature and that qualities that persuaded Klopp to pick the 20-year-old ahead of Daniel Sturridge. Even as Liverpool battled Dortmund's supremacy, Origi showed power, pace and a willingness to fight. Very much the Klopp template, recalling the words of his manager after his first game in charge at Tottenham six months ago: ""We're going to have a lot of fun with this player."" Media playback is not supported on this device Emre Can has had a mixed season but was outstanding before picking up an injury, while Coutinho sprinkles the stardust on this Liverpool team. It seems like splitting hairs after such a glorious spectacle, but Liverpool still have a vulnerability at the back that will surely be addressed by Klopp in the summer. Alberto Moreno is a weak link at left-back and while Sakho may be a popular figure with supporters, talking of ""a win for the Liverpool country"" and taking selfies on the pitch with Origi, close inspection suggests his positional play was something of an adventure for Dortmund's goals. One thing is clear, however, and qualifies as the biggest plus of all - in the space of six months Klopp has imprinted his identity on his new players and Liverpool's fans. The evidence was all over Anfield. Most definitely - indeed many felt the winner of this tie would go on to claim the trophy. It was not a notion welcomed or encouraged by Klopp. Sevilla, winners for the last two seasons, still lurk after beating Athletic Bilbao on penalties while another Spanish side Villarreal and Shakhtar Donetsk of Ukraine make up a high-powered last four. But there is almost the spirit of Champions League 2005 about Liverpool's run in the Europa League. Back then Liverpool moved along with no great expectation to not only find themselves in the final but winning it. Klopp will guard against any complacency but the way in which Liverpool pulled off an extraordinary feat on Thursday will give them growing confidence that no task is too onerous for them at Anfield in the semi-finals. The Europa League is not the only prize within reach - a return to the Champions League via victory in this tournament is now tantalisingly coming into view. The famous ""This Is Anfield"" sign has greeted players on the path to the pitch for decades - many touch it for luck and Klopp even did so himself on a visit to the stadium for a friendly when coach of Borussia Dortmund. It carries an aura but Klopp has put a banning order on his players, saying: ""I've told my players you need to win something before you touch the 'This Is Anfield'. It's a sign of respect. You don't do it - it is too big."" Klopp has delivered another incentive to his Liverpool charges."," Liverpool secured a 4-3 victory over Borussia Dortmund in a thrilling match, with Dejan Lovren scoring a crucial goal in injury time. The win, which came after Jurgen Klopp's Liverpool team overcame a 2-0 deficit, propelled them into the Europa League semi-finals. The match was marked by Klopp's intense touchline demeanor and the young coach's inspiring leadership. Liverpool's journey to this point has been a transition from doubt to belief, with Klopp's words echoing throughout the stadium. The victory was a significant moment for Klopp's tenure at Liverpool, and the team's performance showcased the potential for future success in the Champions League.",microsoft/Phi-3-mini-4k-instruct,0.46486,0.94022,0.98547,1,1.0,1,1,1,0,0,0
"Trainer John Gosden let the unbeaten 4-7 favourite race after he walked the course and she beat runner-up Vintage Folly by a length and three quarters. She goes to Chantilly next rather than the Oaks at Epsom, in which stablemates Enable and Coronet are top contenders. Tasleet (14-1) took the Duke of York Stakes for trainer William Haggas. Jim Crowley's mount won comfortably from Magical Memory in second, with Comicas third. Shutter Speed, whose last run at Newbury saw her beat Enable into third, brought a fifth Musidora win for both Gosden and Dettori. ""We got away with it. The ground was very soft. It was hard work for her,"" said Dettori. ""She'll be a better horse on better ground. She's top drawer. Everything she does is very classy."" Gosden is concerned about the ground for his colt Cracksman in Thursday's Dante Stakes and will again walk the course before deciding whether he runs in the Derby trial. BBC Sport horse racing correspondent Cornelius Lysaght Shutter Speed's clearly in very good order and she coped well with the soggy conditions. She'll be off to France's Oaks, staged over 'her distance' of a mile and a quarter, and Gosden will rely on Enable and Coronet in the longer Epsom Oaks. The trainer said he was pleased to now have a month to prepare Shutter Speed for Chantilly. Meanwhile, the gap between Thursday's Dante Stakes and the Derby is just 16 days, so Gosden's colt Cracksman may not be asked to line up in what's sure to be an examining Dante, in terms of both quality and going."," Unbeaten racehorse, Shutter Speed, won the Duke of York Stakes under trainer John Gosden, beating Enable and Coronet's stablemates, Vintage Folly and Magical Memory. Gosden plans to prepare Shutter Speed for the Chantilly race instead of the Epsom Oaks, where Enable and Coronet are top contenders. Gosden also expressed concerns about the ground for his colt Cracksman in the upcoming Dante Stakes, which is just 16 days before the Derby. Shutter Speed, trained by William Haggas, is set to compete in France's Oaks over a mile and a quarter.",microsoft/Phi-3-mini-4k-instruct,0.14474,0.73566,0.92755,0,0.0,0,0,0,0,0,0
"The currency initially slipped against the dollar and euro, only to start recovering in mid-afternoon trading before falling again. Meanwhile, the ""volatility index"" - a measure of investors' uncertainty - has hit levels last seen in the 2008 financial crisis. The Leave campaign argued that the pound simply retreated to March levels. The pound was down 0.2% against the dollar at $1.4226. Against the euro, sterling was down 0.6% at â‚¬1.2605 and weakened by 1% against the Japanese yen to just over 151. Investors have been spooked by data showing the chances of a Remain vote have fallen, although markets have also been rattled by global economic worries. With 10 days to go before the referendum vote, two polls at the weekend put the Leave camp ahead, while betting firm Betfair said the implied probability of a vote to Remain had now fallen to 68.5% from almost 80% a week earlier. How trade and the UK's economy are affected by membership of the EU. ""We expect incoming polls to move the pound more aggressively than before,"" said Charalambos Pissouros, senior analyst at IronFX Global. ""If new polls continue to show a tight race between the two campaigns as we approach the voting day, the outcome is likely to become even more uncertain and hence, volatility in sterling is likely to heighten further."" BBC economics editor Kamal Ahmed said hedge funds had been placing bets - short-selling - on expectations that the value of sterling will sink further. ""The bears are in town,"" he said. Joe Rundle, head of trading at ETX Capital, said the markets were now on full Brexit alert. ""Polls show it's now too close to call and markets are responding with some very twitchy activity. Sterling has shed more than 2% in two sessions to retrace its April lows."" Worries about the economic impact of leaving the EU were also blamed for a big fall in Asian stock markets. Japan's Nikkei index closed 3.5% down, while Hong Kong's main index slid 2.5%. The reaction on London's FTSE 100 was muted initially, with the index down 0.3% in morning trading. However, the FTSE 100 ended the day down 1.1% at 6,044.9 points, with Lloyds Banking Group the biggest faller, down 4.2%. On Sunday, Leave campaigner Nigel Farage told BBC1's Andrew Marr Show that sterling had recently been strengthening. ""Sterling is up since March. Since Brexit became a possibility, sterling is up and FTSE is exactly the same level it was in March,"" he said. He also pointed out that a weaker pound was good for UK exporters. Last week, official figures showed that the UK trade deficit narrowed in April on the back of a jump in exports."," The pound sterling experienced fluctuations against the dollar, euro, and Japanese yen, with a 0.2% drop against the dollar, a 0.6% drop against the euro, and a 1% drop against the yen. The ""volatility index"" reached levels last seen during the 2008 financial crisis. The Leave campaign argued that the pound's decline was temporary, returning to March levels. Polls and market reactions indicated a tight race between the Leave and Remain campaigns, causing increased uncertainty and volatility in sterling. The potential economic impact of leaving the EU also affected Asian stock markets, with Japan's Nikkei index falling 3.5% and Hong Kong's main index sliding 2.5%. The FTSE 100 initially dropped 0.3% but ended the day down 1.1% at 6,044.9 points, with Lloyds Banking Group being the biggest faller. Nigel Farage, a Leave campaigner, claimed that the pound had strengthened since Brexit became a possibility and",microsoft/Phi-3-mini-4k-instruct,0.6956,0.95902,0.99651,1,1.0,1,1,1,1,0,1
"Management body NHS Employers has given the plan the green light after advisers said there were a range of extra tasks they could do with more training. A Nuffield Trust review found examples of nurses filling in for hospital doctors and pharmacists for GPs. But unions warned against using it as a quick fix for problems in the NHS. It has been well documented that there are gaps in junior doctor rotas, while GPs are struggling to cope with the rising number of patients coming through their doors. NHS Employers asked the Nuffield Trust to look at ways the 1.3 million-strong workforce could be reshaped to help. The think tank highlighted examples of areas that were already experimenting. These included: The report said as well as helping cover for doctor shortages, such moves made sense because of the changing nature of care, with much more stress on looking after people with long-term conditions such as diabetes and heart disease rather than curing them. It said that as doctors only made up about one in 10 of the workforce much more was needed from other health staff, but the Nuffield Trust admitted money would need to be set aside to ensure it happened. Are nurses the new doctors? NHS short of front-line staff, MPs say Report author Candace Imison said there were ""huge opportunities"" in reshaping the workforce, in both improving patient care and providing staff with more rewarding roles. And NHS Employers chief executive Danny Mortimer said: ""Our challenge now is to take forward the learning and recommendations in the report."" But British Medical Association leader Dr Mark Porter said while he supported increasing the skills of the workforce, this should not be done ""at the expense of good quality training for doctors or indeed doctors themselves"". ""It takes doctors many years to learn how to provide the best care for their patients, and there is no substitute for this kind of expertise and experience,"" he said. ""There should be more staff support for doctors to help them coordinate the best possible care for their patients."" And Unison head of health Christina McAnea said the squeeze on funding in the health service meant there was ""all too often"" no funding for training courses. ""Developing the NHS support workforce must not be seen as a quick and cheap fix for the chronic shortages of nurses and other health workers across the country,"" she added. Read more from Nick Follow Nick on Twitter"," The NHS Employers management body has approved a plan to reshape the 1.3 million-strong workforce to address doctor shortages and improve patient care. The Nuffield Trust review found examples of nurses and pharmacists filling in for doctors and GPs, but unions cautioned against using it as a quick fix. The report highlighted the changing nature of care, with a focus on long-term conditions, and emphasized the need for more training and support for non-doctor staff. However, concerns were raised about the lack of funding for training courses and the potential impact on doctors' training. The report's author, Candace Imison, sees ""huge opportunities"" in reshaping the workforce, while NHS Employers chief executive Danny Mortimer aims to implement the report's recommendations. British Medical Association leader Dr. Mark Porter stressed the importance of maintaining quality training for doctors. Unison's Christina McAnea warned against viewing the plan as a quick and cheap fix for workforce shortages.",microsoft/Phi-3-mini-4k-instruct,0.99008,0.96069,0.98998,1,1.0,1,1,1,1,0,1
"Barry Pring, 47, was killed by a speeding car as he tried to hail a taxi on the hard shoulder of a dual carriageway in Kiev in 2008. His wife, Ganna Ziuzina, had returned to a restaurant for a missing glove. The coroner at Exeter County Hall, Dr Elizabeth Earland, recorded a verdict of unlawful killing. More on the millionaire 'murdered' by his wife, and other news She said: ""His guard was lowered by inebriation. The car had stolen licence plates and did not brake or stop. ""I am satisfied that having heard all the evidence... much of it circumstantial, nevertheless, in my view it is overwhelming. ""I am satisfied beyond reasonable doubt that Barry John Pring has been unlawfully killed."" She said the case demonstrated the difficulty in investigating a case of a death abroad, adding: ""Our thoughts and condolences must go to the family who have endured years and years of distress and unhappiness."" Close friend Peter Clifford, a lawyer, told the inquest he had ""no reasonable doubt"" that Barry was murdered. Ms Ziuzina, known as Anna, was 19 years younger than her husband. She tried to claim his assets within days of his death. His family believe he was killed in a staged hit and run accident. The couple met online in 2006 and were married in 2007 following a four-day engagement. Mr Pring's mother, Irene Pring, said Ms Ziuzina claimed to be a teacher when the pair first met, but she was in fact a lap dancer and stripper. She said: ""We are sure Anna had some involvement in his death to inherit his money and property. ""I was quite surprised how cold she was with Barry. She did not lift a finger, she was a lazy thing."" The inquest heard Ms Ziuzina sold her husband's Range Rover, contents from his flat and moved funds from his bank account. The hearing was also told she was ""entitled to the first Â£200,000 of his estate"" and that computer records revealed ""she was having an affair with a Ukrainian man"". Greater Devon coroner Dr Elizabeth Earland said ""strenuous attempts"" had been made to get her to attend the inquest, but without success. In a statement, Ms Ziuzina said she had made ""three separate statements to Ukrainian police"" and did not believe she could ""add anything further"". Det Con Jonathan Watts, from Devon and Cornwall Police, said Mr Pring was hit by a car with no lights, speeding at 75mph. He also said witnesses at the scene in Kiev described the killing ""as a deliberate act"". The Ukrainian police closed an inquiry into his death, but relaunched it in 2011 as a murder inquiry. The case is still active ""but not actively pursued""."," Barry Pring, a 47-year-old millionaire, was unlawfully killed in 2008 in Kiev when a speeding car hit him on the hard shoulder of a dual carriageway. His wife, Ganna Ziuzina, 19 years his junior, was suspected of involvement in his death to inherit his assets. The coroner, Dr Elizabeth Earland, recorded a verdict of unlawful killing, and close friend Peter Clifford, a lawyer, expressed no doubt that Barry was murdered. The case was difficult to investigate due to its international nature, and despite attempts to get Ms. Ziuzina to attend the inquest, she did not attend. The Ukrainian police initially closed the inquiry but later relaunched it as a murder investigation, which is still active but not actively pursued.",microsoft/Phi-3-mini-4k-instruct,0.92642,0.93712,0.98573,1,1.0,1,1,1,1,0,1
"That report was never written, but the murdered opposition politician's colleagues, led by his close associate Ilya Yashin, have since worked to finish it. Most of the Russian-language report, entitled Putin. War, is based on facts that have already appeared in Russian and foreign media since Crimea was annexed in March 2014 and conflict broke out in eastern Ukraine. But its authors say putting the facts together and describing the human and economic cost of the conflict makes a very compelling case for accusing President Vladimir Putin of waging war in Ukraine for his own ends. Russia has consistently denied accusations that it has sent regular troops and armour to help rebels in eastern Ukraine, arguing that any Russians serving there are ""volunteers"". But Mr Yashin, who presented the report, said Russian soldiers and equipment were decisive to securing all major victories claimed by the pro-Russian rebels in Donetsk and Luhansk. ""All the separatists' key successes were secured by Russian army units,"" he said. ""The soldiers directly admit they were directed on to Ukraine territory, admit that they were brought there to take part in a war operation. There is no doubt they did not end up there by accident."" The dossier presents evidence of volunteer soldiers who admit that it was Russian generals, not separatists, who directed the main battles in eastern Ukraine. A Russian army veteran, described as helping to enlist volunteers, says they are not doing it for nothing: salaries can reach $2,000-3,000 (Â£1,250-1,900) a month. Russian spending on the conflict is calculated at 53bn roubles (Â£665m; $1bn): Boris Nemtsov began work on the report early this year, after hearing that the relatives of dead Russian soldiers had not been given promised compensation. But those relatives never went public and, after his assassination, have become even more scared. Names and numbers of military units are documented, along with photos of weaponry, although activists point out these are harder to verify without knowing where they were taken. How many Russians are fighting in Ukraine? BBC team attacked while investigating soldiers' deaths Russian families look for soldier sons Mr Yashin said the opposition would seek donations to extend the initial print run of only 2,000 copies. But publishing and distributing this kind of dossier is hard work. Many publishers were afraid to work with this material, he said. And above all, the question remains: How many people are keen to learn the facts which for months have been available on the internet and the few liberal media that remain in Russia? There are plenty of Russians aware of their country's involvement in eastern Ukraine, who nevertheless find it acceptable, because they believe Moscow is supporting those who wish to be independent of the government in Kiev. But the opposition does not see it as support. It accuses President Putin of masterminding and directing the war to boost his failing popularity. In this, they admit he was successful. And it is entirely possible their report may well see the same fate as earlier works published by the late Boris Nemtsov. Critics of Mr Putin praised Mr Nemtsov's reports on corruption in the president's entourage and on the true cost of the 2014 Sochi Olympics. But they failed to galvanise protests against him."," The passage discusses a report titled ""Putin. War,"" which was never officially written but is being completed by opposition politician Ilya Yashin and his colleagues. The report, based on facts from Russian and foreign media since the annexation of Crimea in 2014 and the conflict in eastern Ukraine, accuses President Vladimir Putin of waging war in Ukraine for his own benefit. The report claims that Russian soldiers and equipment played a decisive role in the pro-Russian rebels' victories in Donetsk and Luhansk, with volunteers admitting they were directed to Ukraine by Russian generals. The report also highlights the financial incentives for volunteers, with salaries reaching $2,000-3,000 per month. Russian spending on the conflict is estimated at 53 billion roubles. The report's publication and distribution have been challenging, and it remains uncertain how many people are interested in the facts, which have been available online and in a few liberal media outlets. The opposition views Putin's actions as a means to boost his declining popularity, but previous reports by Boris Nemtsov",microsoft/Phi-3-mini-4k-instruct,0.85201,0.92875,0.94963,1,1.0,1,1,1,1,0,1
"Coverage will be on BBC iPlayer and the BBC Sport website and app. The two teams faced off in Patras, Greece, earlier this month, with European title contenders Greece running out winners, 92-64. Three members of that team will be missing at the Copper Box, however, offering GB a chance of revenge. ""I think it's going to be amazing - I'm from Stratford so I love playing there [at the Copper Box],"" said GB guard Teddy Okereafor. ""This is the level we need to be playing at to make sure we're 100% ready for EuroBasket this year. ""We've got a couple of guys who are going to be playing for the first time in London so it's going to be exciting for them - I think the atmosphere's going to be great."" The game will be Britain's only home game before they compete at FIBA EuroBasket 2017, which starts at the beginning of September with a qualifying group in Istanbul, Turkey. After they play Greece, coach Joe Prunty's team travel to a four-team tournament in Poland, their last warm-up games before EuroBasket starts. (BST) 17:30-19:30 - BBC iPlayer 17:30-19:30 - BBC Sport website"," The passage discusses a basketball game between Great Britain (GB) and Greece, which will be broadcasted on BBC iPlayer and the BBC Sport website and app. The game will take place at the Copper Box in London, with GB aiming for revenge as three members of the Greek team will be absent. GB guard Teddy Okereafor expresses excitement about the game, emphasizing its importance for EuroBasket 2017. The game will be GB's only home game before they compete in the FIBA EuroBasket 2017 qualifying group in Istanbul, Turkey. Following the game against Greece, GB will participate in a four-team tournament in Poland as their last warm-up games before EuroBasket. The game will be aired on BBC iPlayer and the BBC Sport website from 17:30-19:30.",microsoft/Phi-3-mini-4k-instruct,0.9846,0.90062,0.9424,1,1.0,1,1,1,1,1,1
"Police said the boy was badly injured in the incident, after being struck in Coatbridge. Emergency crews were called the scene on the town's Bank Street near Langloan Primary School at about 16:40. The boy was taken to Queen Elizabeth University Hospital, in Glasgow, where his condition is believed to be serious."," A boy was severely injured in Coatbridge after being struck on Bank Street near Langloan Primary School. Emergency services were summoned at approximately 16:40, and the boy was transported to Queen Elizabeth University Hospital in Glasgow, where his condition is considered serious.",microsoft/Phi-3-mini-4k-instruct,0.99973,0.93496,0.99607,1,1.0,1,1,1,1,1,1
